timestamp,open,high,low,close,volume
2019-11-29 16:00:00,145.7920,145.9200,145.7300,145.8710,2432
2019-11-29 15:00:00,145.8110,145.9390,145.7300,145.8900,600
2019-11-29 14:00:00,145.8590,146.0070,145.5480,145.9570,14974
2019-11-29 13:00:00,145.6000,145.9780,145.5480,145.8040,3141274
2019-11-29 12:00:00,145.9940,146.0550,145.4520,145.5920,2727306
2019-11-29 11:00:00,145.8980,146.0550,145.6440,145.9910,1324473
2019-11-29 10:00:00,146.3120,146.5260,145.7590,145.9000,1450599
2019-11-29 09:00:00,146.3020,146.3720,145.5960,146.3130,1598135
2019-11-29 08:00:00,146.2920,146.4010,146.1960,146.2840,7431
2019-11-29 07:00:00,146.2920,146.4780,146.2400,146.3810,9903
2019-11-29 06:00:00,146.3880,146.4300,146.3360,146.3810,3464
2019-11-29 05:00:00,146.2920,146.4590,146.2400,146.2840,1643
2019-11-29 04:00:00,145.8590,146.3720,145.8070,146.1880,2112
2019-11-27 19:00:00,146.1100,146.1890,145.8650,145.9090,4604
2019-11-27 18:00:00,146.5230,146.5650,146.0000,146.1210,17191
2019-11-27 17:00:00,146.6290,146.6700,146.4610,146.5920,3756
2019-11-27 16:00:00,146.5040,146.6220,146.3550,146.5730,3009638
2019-11-27 15:00:00,146.1960,146.5740,146.0810,146.5150,2169538
2019-11-27 14:00:00,146.2630,146.3910,146.0770,146.1830,958786
2019-11-27 13:00:00,146.3640,146.5120,146.0960,146.2550,1115690
2019-11-27 12:00:00,146.4780,146.5550,146.2720,146.3570,901320
2019-11-27 11:00:00,146.2830,146.5740,146.1440,146.4710,1151269
2019-11-27 10:00:00,145.9030,146.4970,145.6820,146.2650,1953151
2019-11-27 09:00:00,146.6740,146.7860,145.7690,145.9000,2076985
2019-11-27 08:00:00,146.7540,146.8720,146.5960,146.6400,29263
2019-11-27 07:00:00,146.6770,146.7860,146.5770,146.7170,6311
2019-11-27 06:00:00,146.9170,146.9590,146.6250,146.6690,1944
2019-11-27 05:00:00,146.8210,146.9210,146.7690,146.8710,300
2019-11-27 04:00:00,146.7830,146.9210,146.7300,146.8710,380
2019-11-26 19:00:00,146.3400,146.6610,146.2790,146.3230,6935
2019-11-26 18:00:00,146.2630,146.3630,146.1730,146.3130,10126
2019-11-26 17:00:00,146.3880,146.4300,146.1730,146.3210,322288
2019-11-26 16:00:00,146.1960,146.4490,146.0960,146.2840,8216324
2019-11-26 15:00:00,146.2590,146.6420,146.0770,146.1880,3108928
2019-11-26 14:00:00,146.1870,146.3630,146.0090,146.2530,951454
2019-11-26 13:00:00,146.2440,146.4010,146.0530,146.1640,808790
2019-11-26 12:00:00,146.1770,146.3340,146.0770,146.2310,909370
