timestamp,open,high,low,close,volume,sentiment_score,Predictions_lstm
2021-06-09 06:00:00+00:00,247.141,247.419,247.079,247.359,678,0.2802436901653611,246.02418502276248
2021-06-09 07:00:00+00:00,247.356,247.536,246.991,247.31,9392,0.2802436901653611,247.10046709255522
2021-06-09 08:00:00+00:00,247.161,247.829,247.069,247.486,17501,0.2802436901653611,246.75694553788753
2021-06-09 09:00:00+00:00,247.59,249.567,247.382,248.736,2149771,0.2802436901653611,246.99762107135618
2021-06-09 10:00:00+00:00,248.762,248.932,247.196,247.915,2029357,0.2802436901653611,247.3777225979315
2021-06-09 11:00:00+00:00,247.917,248.971,247.792,248.218,1470970,0.2802436901653611,246.16265554627728
2021-06-09 12:00:00+00:00,248.23,249.177,248.125,249.097,1277566,0.2802436901653611,246.6734991777696
2021-06-09 13:00:00+00:00,249.114,249.377,248.69,248.833,1063839,0.2802436901653611,246.47931510140558
2021-06-09 14:00:00+00:00,248.86,249.098,247.958,248.111,1333664,0.2802436901653611,245.72321814858975
2021-06-09 15:00:00+00:00,248.113,248.268,247.362,247.642,2405211,0.2802436901653611,245.77870190495486
2021-06-09 16:00:00+00:00,247.629,247.868,247.343,247.388,2118837,0.2802436901653611,245.0495576608169
2021-06-09 17:00:00+00:00,247.6,247.799,247.538,247.613,8000,0.2802436901653611,245.49164981262368
2021-06-09 18:00:00+00:00,247.707,247.751,247.538,247.583,2473,0.2802436901653611,245.89662983224378
2021-06-09 19:00:00+00:00,247.639,247.751,247.391,247.437,4106,0.2802436901653611,245.5043732811133
2021-06-10 04:00:00+00:00,247.248,247.292,246.776,246.822,683,0.310474240873422,246.14741641101406
2021-06-10 05:00:00+00:00,247.053,247.096,246.991,247.037,966,0.310474240873422,246.25398150689045
2021-06-10 06:00:00+00:00,246.858,246.901,246.796,246.841,100,0.310474240873422,246.9810273462918
2021-06-10 07:00:00+00:00,246.907,247.174,246.366,246.988,16758,0.310474240873422,248.17375576077842
2021-06-10 08:00:00+00:00,247.161,248.288,245.527,248.013,43828,0.310474240873422,248.1122126339634
2021-06-10 09:00:00+00:00,248.264,250.368,247.616,249.839,2320002,0.310474240873422,249.3927716835941
2021-06-10 10:00:00+00:00,249.846,250.436,248.534,249.195,2986549,0.310474240873422,249.95449104721718
2021-06-10 11:00:00+00:00,249.201,250.9,248.924,250.728,3049580,0.310474240873422,249.72335206783984
2021-06-10 12:00:00+00:00,250.744,251.438,250.477,251.362,2002299,0.310474240873422,250.88739220546586
2021-06-10 13:00:00+00:00,251.379,251.452,250.193,250.933,1703375,0.310474240873422,250.60094484072448
2021-06-10 14:00:00+00:00,250.949,251.052,250.174,250.786,1424160,0.310474240873422,250.67122023393634
2021-06-10 15:00:00+00:00,250.808,251.433,250.266,251.177,3045515,0.310474240873422,250.82273473156334
2021-06-10 16:00:00+00:00,251.193,251.872,250.955,251.489,3376104,0.310474240873422,250.25478062648932
2021-06-10 17:00:00+00:00,251.643,252.341,251.579,252.231,33299,0.310474240873422,250.7089370937128
2021-06-10 18:00:00+00:00,252.199,252.302,252.048,252.114,24081,0.310474240873422,250.14062015208492
2021-06-10 19:00:00+00:00,252.131,252.468,251.892,252.407,7168,0.310474240873422,249.81254334006098
2021-06-11 04:00:00+00:00,251.467,251.589,250.896,251.45,2329,0.3258579680598029,249.6849034876797
2021-06-11 05:00:00+00:00,251.447,251.491,251.238,251.343,2706,0.3258579680598029,248.94540630720417
2021-06-11 06:00:00+00:00,251.252,252.077,251.043,251.85,3395,0.3258579680598029,249.2607354616349
2021-06-11 07:00:00+00:00,252.023,252.468,251.96,252.055,10895,0.3258579680598029,249.07525341528824
2021-06-11 08:00:00+00:00,252.082,252.517,250.503,251.626,39310,0.3258579680598029,248.81293468138028
2021-06-11 09:00:00+00:00,251.789,252.468,250.701,251.636,2216091,0.3258579680598029,248.65010573054795
2021-06-11 10:00:00+00:00,251.623,252.455,251.55,251.889,2269839,0.3258579680598029,248.411643500058
2021-06-11 11:00:00+00:00,251.906,252.155,251.228,251.362,1391281,0.3258579680598029,248.82513203686676
2021-06-11 12:00:00+00:00,251.379,251.56,250.515,250.869,1754860,0.3258579680598029,248.65732617797028
2021-06-11 13:00:00+00:00,250.881,251.159,250.525,251.079,1099458,0.3258579680598029,248.72284236505033
2021-06-11 14:00:00+00:00,251.086,251.608,251.013,251.523,1151211,0.3258579680598029,249.01595382783142
2021-06-11 15:00:00+00:00,251.535,251.901,251.16,251.811,2449976,0.3258579680598029,249.08190541877616
2021-06-11 16:00:00+00:00,251.828,251.872,251.423,251.577,2752362,0.3258579680598029,249.42227029542505
