timestamp,open,high,low,close,volume
2023-03-31 19:00:00,285.9810,286.2150,285.9550,286.2010,9656
2023-03-31 18:00:00,285.9110,286.1160,285.8060,286.1020,7741
2023-03-31 17:00:00,286.1490,286.1650,285.9450,286.0320,15279
2023-03-31 16:00:00,285.9610,286.9390,285.7860,286.1610,8185736
2023-03-31 15:00:00,284.8400,286.4930,284.8140,285.8930,5176261
2023-03-31 14:00:00,284.2450,284.9350,284.1200,284.8820,1549052
2023-03-31 13:00:00,284.3140,284.5190,283.6340,284.2270,1646189
2023-03-31 12:00:00,283.0050,284.5390,282.5820,284.3160,2485497
2023-03-31 11:00:00,281.5970,283.0510,281.4620,283.0070,2153626
2023-03-31 10:00:00,281.5070,281.9790,280.6880,281.5890,2835961
2023-03-31 09:00:00,281.8940,282.5540,280.9360,281.4690,2279163
2023-03-31 08:00:00,281.5470,282.7040,280.6880,281.9950,72500
2023-03-31 07:00:00,281.2490,281.6120,280.9360,280.9540,8715
2023-03-31 06:00:00,281.2990,281.4140,281.1840,281.2510,1780
2023-03-31 05:00:00,281.5970,281.6120,281.4910,281.5090,1322
2023-03-31 04:00:00,281.6460,282.0090,281.3330,281.4300,5519
2023-03-30 19:00:00,281.2490,281.9600,281.2340,281.9460,5663
2023-03-30 18:00:00,281.3290,281.4640,280.8860,281.2710,11776
2023-03-30 17:00:00,281.7070,281.8410,281.5010,281.5290,5515
2023-03-30 16:00:00,281.7450,281.8990,281.5810,281.7270,2874557
2023-03-30 15:00:00,281.0110,281.8410,280.5690,281.7870,2732865
2023-03-30 14:00:00,279.7720,281.2350,279.7160,281.0260,1772661
2023-03-30 13:00:00,279.8010,279.9460,279.1800,279.7440,1407987
2023-03-30 12:00:00,280.9020,281.3050,279.5570,279.7930,1697865
2023-03-30 11:00:00,280.4460,281.4640,280.1330,280.9040,1885950
2023-03-30 10:00:00,281.1700,281.6120,279.8650,280.4680,2807304
2023-03-30 09:00:00,281.6560,282.4260,280.0210,281.1750,2981049
2023-03-30 08:00:00,280.4460,282.0980,278.3970,281.7080,129151
2023-03-30 07:00:00,280.2180,281.3840,280.1430,281.2120,30025
2023-03-30 06:00:00,280.0590,280.6200,279.9840,280.3090,3879
2023-03-30 05:00:00,279.1170,280.4420,279.1010,280.0410,5660
2023-03-30 04:00:00,279.0470,279.1620,278.7240,279.1390,4881
2023-03-29 19:00:00,278.6700,278.8650,278.3870,278.7220,10716
2023-03-29 18:00:00,278.9380,279.0130,278.7040,278.7220,5675
2023-03-29 17:00:00,278.4220,279.2220,278.2180,278.9340,48615
2023-03-29 16:00:00,278.4520,278.5370,277.9210,278.4050,5126691
2023-03-29 15:00:00,277.4600,278.8740,277.0880,278.2460,3679211
2023-03-29 14:00:00,276.9050,277.5550,276.6810,277.4620,1348945
2023-03-29 13:00:00,277.0950,277.8830,276.6810,276.9070,1281612
2023-03-29 12:00:00,277.4310,277.7540,276.8790,277.0850,1370331
2023-03-29 11:00:00,276.6070,277.6940,276.1360,277.4230,1739068
2023-03-29 10:00:00,277.6590,278.3980,276.4230,276.5990,2958723
2023-03-29 09:00:00,275.2290,277.7140,275.1340,277.6360,2299026
2023-03-29 08:00:00,275.3870,275.6410,273.8440,275.3400,45637
2023-03-29 07:00:00,275.1690,275.6110,275.1140,275.3500,20904
2023-03-29 06:00:00,275.4170,275.4330,275.0350,275.2600,2617
2023-03-29 05:00:00,275.0700,275.5620,275.0540,275.3500,8002
2023-03-29 04:00:00,274.6330,275.5520,274.5390,274.8140,9958
2023-03-28 19:00:00,273.4630,273.9450,273.4480,273.9310,6919
2023-03-28 18:00:00,273.4330,273.7070,273.1500,273.3160,6124
2023-03-28 17:00:00,273.3940,273.5780,273.2570,273.2740,3860
2023-03-28 16:00:00,272.9970,273.6370,272.7530,273.3950,2697405
2023-03-28 15:00:00,271.3900,273.1110,271.3750,273.0280,2454964
2023-03-28 14:00:00,270.0310,271.4450,269.9270,271.3720,1264205
2023-03-28 13:00:00,271.2510,271.4250,269.8970,270.0430,2053288
2023-03-28 12:00:00,271.5290,271.6310,270.8090,271.2430,1202621
2023-03-28 11:00:00,269.9420,271.8910,269.8230,271.5310,2348425
2023-03-28 10:00:00,271.5090,272.0600,269.8370,269.9280,2128652
2023-03-28 09:00:00,273.3640,273.9550,270.5120,271.5110,2544067
2023-03-28 08:00:00,273.2920,275.0850,272.9620,273.4750,24783
2023-03-28 07:00:00,273.1260,273.8750,273.1100,273.5640,4524
2023-03-28 06:00:00,272.9670,273.7760,272.6440,272.7710,5331
2023-03-28 05:00:00,272.7590,273.2800,272.7430,272.9690,2385
2023-03-28 04:00:00,274.5050,274.5200,271.9100,272.7710,8476
2023-03-27 19:00:00,274.3260,274.5200,274.0130,274.5060,9672
2023-03-27 18:00:00,274.3100,274.3260,273.9440,274.2490,10590
2023-03-27 17:00:00,274.2170,274.4230,273.8940,273.9110,30705
2023-03-27 16:00:00,274.1380,274.5700,273.7450,274.2580,3559671
2023-03-27 15:00:00,274.6330,275.0060,273.4720,274.1390,3421592
2023-03-27 14:00:00,274.1970,274.9370,273.6460,274.5860,1579829
2023-03-27 13:00:00,274.1970,274.6090,273.2690,274.1990,1653184
2023-03-27 12:00:00,273.7110,274.6820,273.3190,274.1790,1827683
2023-03-27 11:00:00,276.0120,276.0720,273.4770,273.7000,2839792
2023-03-27 10:00:00,277.9170,279.1330,275.9470,276.0140,3035850
2023-03-27 09:00:00,278.1250,279.1910,276.2350,277.9190,2974606
2023-03-27 08:00:00,278.6010,279.7180,277.5830,277.9780,75627
2023-03-27 07:00:00,279.2160,279.5490,278.4370,278.4740,33446
2023-03-27 06:00:00,279.1170,279.5190,279.1010,279.2180,10024
2023-03-27 05:00:00,278.9180,279.2320,278.6150,278.7620,4005
2023-03-27 04:00:00,277.9170,279.2320,277.7130,279.0100,9193
2023-03-24 19:00:00,278.6610,278.6760,278.3570,278.5240,9553
2023-03-24 18:00:00,278.4520,278.7360,278.3080,278.4740,9138
2023-03-24 17:00:00,278.4960,278.5970,278.1690,278.4240,24120
2023-03-24 16:00:00,278.3030,278.6660,277.7130,278.4740,3651410
2023-03-24 15:00:00,276.6770,278.3690,276.4130,278.2950,3719492
2023-03-24 14:00:00,275.7990,276.9500,275.5700,276.6650,1453418
2023-03-24 13:00:00,275.9430,276.9500,275.3120,275.8040,1870353
2023-03-24 12:00:00,276.9940,277.5160,274.9630,275.9450,2234256
2023-03-24 11:00:00,276.6470,277.4560,274.4550,276.9860,3066283
2023-03-24 10:00:00,275.5160,276.6870,274.3500,276.6190,3358952
2023-03-24 09:00:00,274.4550,275.6900,273.0310,275.4490,2555720
2023-03-24 08:00:00,274.0580,276.5830,272.5550,274.6690,51680
2023-03-24 07:00:00,273.9590,274.1730,272.8030,273.1770,30613
2023-03-24 06:00:00,274.5540,274.6990,273.5670,273.6430,26787
2023-03-24 05:00:00,275.0900,275.8000,274.4690,274.8540,5928
2023-03-24 04:00:00,276.6270,276.6430,274.7370,275.4090,16678
2023-03-23 19:00:00,274.9210,275.3430,274.6380,274.8140,3596
2023-03-23 18:00:00,275.4960,275.5120,274.4990,274.7540,13114
2023-03-23 17:00:00,275.5560,275.6810,275.3920,275.4980,142364
2023-03-23 16:00:00,275.3380,276.1370,274.5390,275.5580,4235894
2023-03-23 15:00:00,275.0500,276.8010,272.9520,275.3790,5443504
2023-03-23 14:00:00,276.5780,276.9800,273.1320,275.0320,3905801
2023-03-23 13:00:00,277.7680,278.1500,276.3740,276.5790,2564248
2023-03-23 12:00:00,278.0160,278.4180,277.4050,277.7400,2143958
2023-03-23 11:00:00,277.8270,278.7950,277.3060,278.0380,3060885
2023-03-23 10:00:00,274.7430,277.8730,274.1320,277.8190,3655931
2023-03-23 09:00:00,274.0090,276.3650,273.0510,274.7350,2897056
2023-03-23 08:00:00,273.9700,274.3710,269.3910,273.9600,63763
2023-03-23 07:00:00,273.7800,274.4410,273.0810,273.7430,18615
2023-03-23 06:00:00,274.2470,274.2620,273.2590,273.7620,10994
2023-03-23 05:00:00,274.1570,274.3710,273.6160,274.0700,7668
2023-03-23 04:00:00,271.8760,274.7680,271.7420,274.4270,19780
2023-03-22 19:00:00,271.0330,271.0980,270.6610,270.7870,12323
2023-03-22 18:00:00,270.6560,271.0980,270.6210,271.0350,15742
2023-03-22 17:00:00,270.6560,270.8000,270.5220,270.7190,20599
2023-03-22 16:00:00,270.0710,271.0280,269.6290,270.6080,4025473
2023-03-22 15:00:00,274.9210,276.3250,269.9560,270.0730,5877799
2023-03-22 14:00:00,275.0900,278.7750,274.1120,274.9130,5047722
2023-03-22 13:00:00,274.6930,275.1750,274.2310,275.0370,1301464
2023-03-22 12:00:00,275.6060,275.6510,273.5110,274.6950,1888368
2023-03-22 11:00:00,273.8300,276.0180,273.3490,275.5970,2272561
2023-03-22 10:00:00,270.9140,275.0660,270.6210,273.8520,4029150
2023-03-22 09:00:00,271.1100,272.0300,270.3930,270.9260,1840239
2023-03-22 08:00:00,270.6150,272.0200,269.6700,271.0150,32902
2023-03-22 07:00:00,270.6260,271.4450,270.6110,270.7970,14423
2023-03-22 06:00:00,270.6960,270.8000,270.0850,270.7370,3275
2023-03-22 05:00:00,269.9320,271.1280,269.6990,270.5290,3116
2023-03-22 04:00:00,270.8640,270.8800,269.7580,270.2710,7687
2023-03-21 19:00:00,270.7850,271.1770,270.7200,270.7370,9809
2023-03-21 18:00:00,270.7750,270.9490,270.4720,270.9360,7399
2023-03-21 17:00:00,271.0620,271.0980,270.6710,270.6880,11248
2023-03-21 16:00:00,271.5590,271.5740,270.8890,271.0450,6032949
2023-03-21 15:00:00,269.8430,271.6330,269.7980,271.5700,3598615
2023-03-21 14:00:00,268.7710,270.2250,268.7270,269.8540,1693661
2023-03-21 13:00:00,269.6840,270.5920,268.7360,268.7650,2045227
2023-03-21 12:00:00,268.0470,269.8480,267.8340,269.6760,2151607
2023-03-21 11:00:00,268.7020,269.3120,267.4770,268.0390,2671177
2023-03-21 10:00:00,271.6680,272.1290,267.3170,268.6840,4421880
2023-03-21 09:00:00,271.3700,273.1810,270.5810,271.6560,2769464
2023-03-21 08:00:00,271.2810,271.5940,269.1330,271.3820,136372
2023-03-21 07:00:00,269.2970,271.6830,269.1830,271.2830,48723
2023-03-21 06:00:00,269.5850,270.7610,268.7860,269.2990,23826
2023-03-21 05:00:00,270.2990,270.3140,269.3810,269.5870,6223
2023-03-21 04:00:00,270.2100,270.5920,269.9860,270.3800,3959
2023-03-20 19:00:00,270.0910,270.1060,269.5300,269.7950,9077
2023-03-20 18:00:00,270.1600,270.1750,269.9860,270.0430,3118
2023-03-20 17:00:00,270.1600,270.4330,270.1350,270.1620,9484
2023-03-20 16:00:00,270.0210,270.2810,269.7880,270.0830,4362882
2023-03-20 15:00:00,268.6420,270.0460,268.0620,270.0230,4554913
2023-03-20 14:00:00,269.1380,269.2530,268.0620,268.6640,2450496
2023-03-20 13:00:00,268.6230,269.3220,268.4890,269.1500,2173509
2023-03-20 12:00:00,268.8410,269.1540,267.7150,268.6050,2848669
2023-03-20 11:00:00,268.3750,271.6240,268.1040,268.8480,4288920
2023-03-20 10:00:00,269.3570,271.1970,267.6450,268.3670,5919041
2023-03-20 09:00:00,276.3690,276.6030,268.9550,269.3540,4837599
2023-03-20 08:00:00,277.4310,278.1700,274.8360,276.6390,92856
2023-03-20 07:00:00,277.8670,278.1700,275.8480,276.4410,36627
2023-03-20 06:00:00,278.2440,278.7060,277.0780,277.7990,33944
2023-03-20 05:00:00,277.6980,278.9240,277.6830,278.2260,33673
2023-03-20 04:00:00,273.5920,277.7340,273.5770,277.5320,32750
2023-03-17 19:00:00,277.0240,277.1290,276.7800,277.1150,11501
2023-03-17 18:00:00,277.1230,277.2970,276.8400,276.8770,6183
2023-03-17 17:00:00,277.1930,277.2780,277.0580,277.1250,39010
2023-03-17 16:00:00,277.0190,277.4260,276.9790,277.1940,13115565
2023-03-17 15:00:00,275.8730,277.2680,275.1240,277.1550,5819204
2023-03-17 14:00:00,278.3230,278.9440,274.6280,275.8450,3342072
2023-03-17 13:00:00,276.3000,278.6070,276.2840,278.3150,3434759
2023-03-17 12:00:00,275.2390,276.8610,274.6180,276.2770,2921112
2023-03-17 11:00:00,278.3130,278.3290,274.0630,275.2260,4842515
2023-03-17 10:00:00,279.2610,281.0470,276.9340,278.2760,7595453
2023-03-17 09:00:00,275.0700,279.6190,275.0450,279.2380,13647109
2023-03-17 08:00:00,275.4960,276.6230,273.9440,275.0720,173239
2023-03-17 07:00:00,275.1490,276.0180,274.5490,275.9550,59847
2023-03-17 06:00:00,274.6830,275.7600,274.2410,274.9630,19214
2023-03-17 05:00:00,275.3480,275.4620,274.0630,274.6750,9668
2023-03-17 04:00:00,274.1570,275.7600,274.1420,275.1810,36448
2023-03-16 19:00:00,273.9590,274.2720,273.7550,274.0700,17191
2023-03-16 18:00:00,273.7010,273.9550,272.6540,273.8420,26638
2023-03-16 17:00:00,274.0680,274.1130,273.5370,273.7030,19462
2023-03-16 16:00:00,273.8550,274.3510,273.4970,274.0100,6076079
2023-03-16 15:00:00,273.1360,274.3320,273.0510,273.9810,6946859
2023-03-16 14:00:00,273.2650,273.7760,271.9900,273.1300,3044858
2023-03-16 13:00:00,272.9370,273.5880,271.8410,273.2470,3803040
2023-03-16 12:00:00,270.8940,274.2920,270.3140,272.9440,6239156
2023-03-16 11:00:00,264.3870,271.7330,263.9460,270.8860,8067495
2023-03-16 10:00:00,262.3970,264.4820,261.1290,264.3790,3817249
2023-03-16 09:00:00,263.1230,263.7570,261.2780,262.3850,2922089
2023-03-16 08:00:00,263.7430,264.3530,262.6140,263.2480,53996
2023-03-16 07:00:00,263.6930,263.8570,263.3310,263.5360,34947
2023-03-16 06:00:00,263.9110,264.0150,263.1820,263.4960,16761
2023-03-16 05:00:00,264.1890,264.3530,263.4500,263.8440,8636
2023-03-16 04:00:00,264.8340,265.1260,263.6290,264.1210,7428
2023-03-15 19:00:00,264.1690,264.2140,263.6290,263.9430,11321
2023-03-15 18:00:00,263.9410,264.2140,263.2720,264.0420,23854
2023-03-15 17:00:00,263.6330,263.9460,263.5890,263.9130,15615
2023-03-15 16:00:00,263.3360,264.0450,263.0530,263.6650,6712830
2023-03-15 15:00:00,263.9510,264.3330,261.5750,263.3180,5235109
2023-03-15 14:00:00,261.7190,264.1540,260.8710,263.9540,3117036
2023-03-15 13:00:00,259.7550,262.2790,259.4730,261.7210,2898343
2023-03-15 12:00:00,261.9670,262.1800,259.0260,259.7570,2861809
2023-03-15 11:00:00,262.6220,262.6560,261.0600,261.9490,4185112
2023-03-15 10:00:00,260.1720,262.7460,259.4630,262.6090,5647465
2023-03-15 09:00:00,255.6090,261.4660,254.9820,260.2630,4488695
2023-03-15 08:00:00,255.3490,258.8970,254.0880,255.6390,80188
2023-03-15 07:00:00,255.3120,256.1190,253.9090,256.1070,44257
2023-03-15 06:00:00,257.1960,257.2500,254.6520,255.3130,24437
2023-03-15 05:00:00,259.0710,259.2240,256.9440,257.1480,12123
2023-03-15 04:00:00,259.1800,259.7800,258.7590,259.3700,7043
2023-03-14 19:00:00,258.5350,258.8870,258.5110,258.6660,13345
2023-03-14 18:00:00,258.4260,258.6090,258.1640,258.1800,5245
2023-03-14 17:00:00,258.6640,258.6890,258.3240,258.3480,9479
2023-03-14 16:00:00,258.6740,259.8890,258.0940,258.5070,6196760
2023-03-14 15:00:00,256.7000,258.9660,255.2770,258.6760,4662289
2023-03-14 14:00:00,256.5000,257.3300,255.5350,256.6920,2127639
2023-03-14 13:00:00,257.5930,257.8160,255.9020,256.5000,2267866
2023-03-14 12:00:00,257.8900,258.0790,256.9540,257.5550,2017688
2023-03-14 11:00:00,255.8170,258.2320,255.7930,257.9170,2685240
2023-03-14 10:00:00,254.7160,256.2650,254.5830,255.8090,2812364
2023-03-14 09:00:00,254.1610,256.4070,252.9170,254.6540,2845868
2023-03-14 08:00:00,253.1490,254.8500,249.5940,253.9150,117135
2023-03-14 07:00:00,252.9210,254.3040,252.9070,253.3590,17372
2023-03-14 06:00:00,252.9310,253.0440,252.5000,252.9330,4220
2023-03-14 05:00:00,252.9610,253.1140,252.9470,253.1010,880
2023-03-14 04:00:00,253.1190,253.6400,252.9170,252.9330,2082
2023-03-13 19:00:00,252.9110,253.1440,252.1730,253.1210,23367
2023-03-13 18:00:00,252.1370,252.9150,251.8460,252.9030,15670
2023-03-13 17:00:00,252.1110,252.1620,251.8260,252.1390,18566
2023-03-13 16:00:00,251.8600,253.6300,251.8460,252.2480,4372975
2023-03-13 15:00:00,254.6200,255.0480,251.7070,251.8610,4304474
2023-03-13 14:00:00,253.8240,255.8320,253.6900,254.6290,2276428
2023-03-13 13:00:00,253.1490,253.9970,252.2030,253.8400,1673926
2023-03-13 12:00:00,253.8040,254.7210,252.6390,253.1860,2249950
2023-03-13 11:00:00,251.9990,254.3930,251.6370,253.7760,3351132
2023-03-13 10:00:00,248.3580,252.2910,247.7690,251.9710,3678400
2023-03-13 09:00:00,246.0470,249.1060,243.7230,248.3700,2857717
2023-03-13 08:00:00,250.0740,251.5170,242.9980,245.9800,69659
2023-03-13 07:00:00,249.7870,250.9510,248.3640,249.6990,29806
2023-03-13 06:00:00,248.2890,250.7730,246.4700,250.4130,27800
2023-03-13 05:00:00,248.3580,249.4040,246.6390,247.8150,17079
2023-03-13 04:00:00,249.4590,250.4650,248.0570,248.0720,33217
2023-03-10 19:00:00,246.8210,247.1920,246.6880,247.1300,4031
2023-03-10 18:00:00,247.1780,247.1920,246.9460,246.9620,1963
2023-03-10 17:00:00,248.0610,248.0850,246.5590,247.1400,5675
2023-03-10 16:00:00,246.5830,248.8680,246.2720,247.9530,4266557
2023-03-10 15:00:00,247.5750,247.8370,245.5770,246.5850,3259176
2023-03-10 14:00:00,245.7940,248.0850,245.7460,247.5760,2191827
2023-03-10 13:00:00,247.8030,248.4220,245.7560,245.8110,1613463
2023-03-10 12:00:00,248.7700,249.4140,247.7390,247.7950,1699936
2023-03-10 11:00:00,250.1640,250.7530,248.4730,248.7670,2620160
2023-03-10 10:00:00,246.7420,250.3560,246.6980,250.1950,3370998
2023-03-10 09:00:00,251.0560,251.4570,245.7460,246.6540,2304162
2023-03-10 08:00:00,250.2430,252.9180,247.9580,251.0480,106341
2023-03-10 07:00:00,250.2130,250.2670,249.1680,249.7190,4790
2023-03-10 06:00:00,249.5090,250.7930,248.6620,250.6510,22641
2023-03-10 05:00:00,250.1830,250.7130,249.1480,249.1640,6224
2023-03-10 04:00:00,249.5590,250.6140,249.3460,249.8480,10379
2023-03-09 19:00:00,249.7070,249.9500,249.1970,249.4120,16883
2023-03-09 18:00:00,250.0640,250.0790,249.0590,249.6200,10083
2023-03-09 17:00:00,250.0740,250.7130,250.0010,250.0560,13920
2023-03-09 16:00:00,250.2730,250.7630,249.7530,250.2740,3638628
2023-03-09 15:00:00,251.5420,251.6950,249.5250,250.2350,3680362
2023-03-09 14:00:00,252.0090,252.4100,250.8540,251.5040,1845775
2023-03-09 13:00:00,254.5480,254.8100,251.6870,252.0440,1878309
2023-03-09 12:00:00,256.1050,256.2190,254.0380,254.5400,1791729
2023-03-09 11:00:00,256.4130,256.9130,255.5650,256.0870,1861718
2023-03-09 10:00:00,255.9270,257.4690,255.6640,256.4140,2807301
2023-03-09 09:00:00,253.2680,256.2380,252.8770,255.9180,2395276
2023-03-09 08:00:00,250.1140,253.1440,249.9410,252.9430,54449
2023-03-09 07:00:00,250.4910,250.5840,250.1400,250.3540,5218
2023-03-09 06:00:00,250.2530,250.3860,250.0900,250.3740,3297
2023-03-09 05:00:00,250.0640,250.2470,249.7530,250.2350,3453
2023-03-09 04:00:00,250.6990,250.7130,249.9610,249.9770,2987
